"Tracklist short","ID"
"A1: Warning (original mix) (6:38); B1: Warning (carlos peron inchwhy can bodies flyinch remix) (6:18)",322
"A1: White Car In Germany; B1: The Associate;",323
"A1: Yello: Bimbo; B1: Renaldo: ??;",324
"A1: Yello: Bostich; B1: Sylvester: Ring Of Gold;",325
"A1: You Gotta Say Yes To Another Excess (12” Disco Mix) (4:47); B1: Heavy Whispers (5:00);",326
"A1; Yello Live At The Roxy N.Y. Dec. '83 (15:00);",327
"Andrew Weatherall/Sabres Of Paradise Remixes, Too Tough 4 Trego parts 1&2",328
"audio tracks La Habanera,  Call It Love, Si Senor The Hairy Grill and Oh Yeah plus the video of Oh Yeah",329
"Audio: 1: Vicious Games(4:20); 2: Desire(6:54); 3: Angel No(3:07); 4: Goldrush(4:21); Video: 5: Goldrush(3:50)",330
"B",331
"b/w Another Race,",332
"b/w Blue Nabou",333
"b/w Haunted House",334
"b/w La Habanera[Gold Lettering]",335
"b/w Let Me Cry4:15 Haunted House4:28",336
"b/w L'Hotel",337
"b/w Oh Yeah",338
"b/w On The Run",339
"b/w She's Got A Gun",340
"b/w She's Got A Gun - live at The Palladium New York",341
"b/w Smile On You",342
"b/w Sweet Thunder",343
"Big Pig Shuffle, Space Shuffle, Voodoo Fudge Mix and Chicken Dive Mix",344
"Big Pig,Too Tough,Chicken Dive,Space Shuffle",345
"Bimbo / I.T. Splash",346
"blazing saddles",347
"Blazing Saddles / I Love You",348
"Blessed & Beaten Mix, Boris 7inch Mix,  Buddah Pic Mix, Marky P & Terry B Dub, Flow Dub, Boris 7inch Instrumental, Flow Mix and Spinout & Mellow Mix",349
"Bostich [remix]4:30She's Got A Gun [remix]3:20Downtown Samba2:17Daily Disco4:27",350
"Bostich Downtown Samba Daily Disco",351
"Brazil - Xavier Cugat & His Orchestra

Dont Mind If I Do - Bushy

Girl - People Deluxe

Theme From 17 - Kings Of The Wild Frontier

Back By Dope Demand - Naab

Men Are Not Nice Guys - Grand Popo Fc

Ligeirin (Afron Mix) - Heitor

Talco Uno (Tefschawartz S",352
"by art of trance, ambassador, libra presents taylor, mogwai, yello vs hardfloor, i-ching, conscious, s.o.l., union jack",353
"C4: Yello: The Race (Video Mix) (3:10);",354
"Call It Love (extended mix)7:00 L'Hotel3:57 Call It Love (trego snare version)6:26",355
"CD #1 & #2: 1980-1981

Disc 1

1 Rapture Blondie 05:38 2 Every Little Thing She Does Is Magic The Police 04:21 3 867-5309 / Jenny Tommy Tutone 03:48 4 Brass In Pocket The Pretenders 03:05 5 Whip It Devo 02:42 6 Our Lips Are Sealed Go-Go's 02:47 7 The Brea",356
"CD 1 
1.   a-ha - Take On Me 
2.   Communards - Don´t Leave Me This Way 
3.   Howard Jones - What Is Love ? 
4.   Laura Branigan - Self Control 
5.   P.H.D. - I Won´t Let You Down 
6.   Peter Cetera - Glory Of Love 
7.   Simply Red - Holding Back The Year",357
"CD 1
 
	01. Simple Minds: Don't you
	02. Heaven 17: Temptation
	03. The Human League: Beeing boiled
	04. Yazoo: Don't go
	05. Soft Cell: Tainted love
	06. Tears For Fears: Pale shelter
	07. Visage: Fade to grey
	08. Talk Talk: Such a shame
	09. Anne Clark",358
"CD 1

    * RMB - experience
    * DJ HOOLIGAN - sueno futuro
    * GROOVE PARK- hit the bang
    * TECHNOHEAD - i wanna be a hippy
    * DIE LANGNASEn - eizzkalt
    * DUNE - are you ready to fly
    * JAM & SPOON'S HANDS ON YELLO - you gotta say yes to ",359
"CD 1

 

   1. Yé Ké Yé Ké - Mory Kante / 00:04:01
   2. You're The First, The Last, My Everything - Barry White / 00:04:33
   3. Johnny Bristol - Hang On In There Baby / 00:03:54
   4. Cruel Summer – Bananarama / 00:03:34
   5. Down On The Street – Shaka",360
"CD 1

 

01        Mark 'Oh / Tears don't lie       

02        Ororo / Zombie          

03        Moby / feeling so real  

04        Captain Hollywood Project / Flying High        

05        No Limits / Logical Song        

06        Sparks / When Do",361
"CD 1

01     Sweet / Love Is Like Oxygene     6:51
02     Elton John / Crocodile Rock     3:54
03     Barry White / You're The First, My Last, My Everything     4:31
04     Carpenters / For All We Know     2:33
05     Commodores / Easy     4:15
06     J.J",362
"CD 1

01. Look Who's Talking (Long) Dr. Alban 05:24 02. Don't Turn Around Ace Of Base 03:50 03. Rock My Heart (Radio Mix) Haddaway 04:11 04. Love Is Magic Loft 03:45 05. Think About The Way (Radio Mix) Ice Mc 04:19 06. Renaissance (Radio Mix) M People 03:",363
"CD 1
01.Start Me Up (Radio Edit)- Salt 'N' Pepa
02.Who's Fooling Who - Double You
03.My Destiny - Lionel Richie
04.Movin' On - Bananarama
05.Hypnotized - Clubland
06.Mr. Loverman - Shabba Ranks
07.Ain't No Man - Dina Caroll
08.Sing - Vivienne McKone
09.Ta",364
"CD 1
Bill Laswell / Pete Namlook „Arena“
Nihilist „Milk Bar“
Alphawezen „System 1“
Genuine „Wandering around, Lost“
Jam & Spoon „You got to get in“
Jam & Spoon „To get out“
Amphotic „Spacetalk“
Nihilist „World in a shell“
Nothingface „Gender Airlines“
Chi",365
"CD 1/ 80’S INFLUENCED:

 

            THE DISCO BOYS INTRO

            TONKA „NEVER“

            GRANT NELSON „SWITCH“

            MILK & SUGAR „LIFT ME UP“

            FUTURE FUNK “ROAD TRACK”

            JACKY S. “KNOCK ON WOOD”

            DB BO",366
"CD 1:

Smokie: Don' play that game with me
Maggie Reilly: Wait
Tom Cochrane: Life is a highway
Kim Wilde: Who do you think you are?
Londonbeat: Lover you send me colours
Jennifer Warnes: Rock you gently
Jimmy Nail: Ain't no doubt
Bad Boys Blue: I totally ",367
"CD 1:
ABC - The Look Of Love ( Part One )
Visage - Fade To Grey
Captain Sensible - Wot
Howard Jones - What Is Love?
Thomson Twins : Doctor Doctor
Kajagoogoo With Limahl - Too Shy
Culture Club - Time (Clock Of The Heart)
Cyndi Lauper - Girls Just Want To H",368
"CD 1Leftfield „Melt“Andy Bolleshon „Air Walk“
Deja-Move inchCisum to all women“
Denis Gökdag inchElusive“
Brian Eno & Peter Schwalm inchLike Pictures Pt. 2“
Alpha inchOver“
Yello inchDistant Mirror“
Nor Elle inchOrbital Touring“
Future Sound of London inchIn a state of perman",369
"CD 2: 8: Yello: I Love You;",370
"CD ONE : 1. Radio Ga Ga - Queen... 2. I'll do anything for love - Meat Loaf... 3. Live and let die - Guns n' Roses... 4. I surrender - Rainbow... 5. Turn it on again - Genesis... 6. Pinball wizard - Elton John... 7. Race - Yello... 8. Lust for life - Iggy",371
"CD ONE:TECHNO NIGHTS

The Shamen - Destination Eschaton (Hardcore Vocal Mix)
David Holmes - Minus 61 in Detroit
The Chemical Brothers - Leave Home
Dave Clarke - Winter (Armani Mix)
Red Snapper - Hot Flush
The Sabres of Paradise - Smokebelch II (Beatless M",372
"CD: 1 1.Atlantic City 2.Getting Off 3.Chemical Island 4.Death Jump 5.Bathtub Salesman 6.Recoveries 7.The Letter 8.San Antonio 9.Sausage Pogo 10.Ten Minutes 11.Stopped CD: 2 1.An Other Soap 2.Die Tage der Mumiensammler 3.Lebt wohl 4.Der Tod gegen den Tod 5",373
"CD1 :
1. Soft Cell - Tainted Love
2. Visage - Fade To Grey
3. Yazoo - Don't Go
4. Heaven 17 - Temptation
5. Frankie Goes To Hollywood - Relax
6. The Human League - Being Boiled
7. Ultravox - Vienna
8. Duran Duran - The Reflex
9. Tears For Fears - Pale She",374
"CD-1

 

   1. B.B.E.-Flash / B B E / 00:07:50
   2. Vigo-...To Be House / Vigo / 00:08:07
   3. Funky Green dogs-Fired Up! / Funky Green Dogs / 00:04:00
   4. Marc Farris-Don't Leave Me This Way / Marc Farris / 00:05:03
   5. Sequential one-My Love Is Ho",375
"CD1
1)Yazz and the Plastic Population:The Only Way is up

2)Womack and Womack:Teardrops

3)Erasure:A Little Respect

4)The Christians:Harvest for the World

5)Hue and Cry:Ordinary Angel

6)UB 40 with Chrissie Hynde:Breakfast in Bed

7)Robert Palmer:She ma",376
"CD1
1. Weather With You -- Crowded House
2. Valerie -- Steve Winwood
3. Addicted To Love
4. Everybody's Talkin' -- The Beautiful South
5. Brown Eyed Girl -- Van Morrison
6. American Pie (Part 1) -- Don McLean
7. The Heat Is On -- Glenn Frey
8. Walking In ",377
"CD1: 1.Carlos Peron-Le Nil Blanc, 2.Loreena McKennitt-Full Circle, 3.Cherche Lune-Dark Eyes, 4.Phallus Dei-Insignificance,5.Dreadful Shadows-Funeral Procession,6.Children of no return-Sheryl, 7.Passion Noire-Cry out Loud, 8.The Moon seven times-Knock, 9.L",378
"CD1: 1:Space Track - das raumschiff tanzt 3:50 min; 2:Snap - exterminate 4:13 min; 3:B.G.Prince of Rap - can we get enough 4:00 min; 4:Legacy of Sound - happy 6:19 min; 5:Dance Two Trance - p-ower of american n.atives 3:51 min; 6:U96 - loves sees no colou",379
"CD1: 13; 7: The Rhythm Divine CD2: 10",380
"CD1: 16; CD2: 11",381
"cd1-01	Bob Marley & The Wailers	 - 	Sun Is Shining
cd1-02	Beanfield	- 	The Season (Swag's Vocal Mix)
  remix by Swag
cd1-03	Afterlife	- 	Cry (Original Version)
cd1-04	Los Olvidados	- 	Cinematic Sundown
cd1-05	Jazz Vandals, The	- 	Summertime (Kandi's Cut D",382
"CD1-01	Depeche Mode	 - 	New Dress (Razormaid Mix) (6:54)
  remix by Razormaid
CD1-02	Deutsch Amerikanische Freundschaft	- 	The Gun (Razormaid Mix) (7:35)
  remix by Razormaid
CD1-03	Dormanu	- 	Taboo (Razormaid Mix) (7:25)
  remix by Razormaid
CD1-04	Joe M",383
"CD1-01	Simple Minds	 - 	Promised You A Miracle (4:19)
CD1-02	Human League, The (DUPLICATE 1)	- 	Love Action (I Believe In Love) (3:49)
CD1-03	ABC	- 	The Look Of Love (3:28)
CD1-04	Visage	- 	Fade To Grey (3:40)
CD1-05	Yazoo	- 	Situation (5:44)
CD1-06	Alpha",384
"CD1-01	Technohead	 - 	I Wanna Be A Hippy (3:16)
CD1-02	Interactive	- 	Tell Me When (Radio Mix) (3:43)
CD1-03	Scooter	- 	Endless Summer (Radio Edit) (3:51)
CD1-04	Cherry Coke	- 	No Hagas El Indio, Haz El Cherokee (Original Version) (4:06)
CD1-05	WestBam, K",385
"Charly Lownoise & Mental Theo > Stars ; RMB > Experience (Enhanced Version) ; Plutone's Hands on Yello > Oh yeah (Experimental Mix) ; Mark 'Oh > I can't get no (long Version) ; Perplexer > Love is in the air ; System Shock > Give yourself ; Marusha > Deep",386
"Chicken Dive Mix",387
"commando leopardinch:single version 3.00/war dance version 5.00/metal extended version 7.00",388
"Desire (extended version)7:00 Oh Yeah (indian summer music) [inchthe stella suite part 2inch]5:30",389
"different remix",390
"DISC 1 HOME:
1. Charge!
2. Walk Like An Egyptian - Bangles
3. Freeway Of Love - Aretha Franklin
4. Fun, Fun, Fun - The Beach Boys
5. We Built This City - Starship
6. I Feel Good, (I Got You) - James Brown
7. Finally - CeCe Peniston
8. Play That Funky Musi",391
"Disc 11.ATB - Sunset Girl (Limited Club Mix Edit) 2.Chicane - Daylight (Album Version) 3.Voodoo & Serano - Give Me The Power (Radio Club Mix) 4.Tiësto - Traffic (Radio Edit) 5.Kate Ryan - Scream For More (Radio Edit 2002) 6.Tomcraft - Brainwashed (Call Yo",392
"Do It 3.11 (single version)/Do It (instrumental version) 3.07",393
"Do It Promo Version,  How How Excerpt, Tremendous Pain Excerpt, I..I'm In Love Excerpt From Promo Version  & Night Train Excerpt",394
"DR VAN STEINER INST",395
"Dr Van Steiner Instrumental and Tool In Rose",396
"D's Club Remix, D's House Mix, LP Version, Tremendhouse Vocal Mix and Suite 904 Alternative Vocal",397
"Dubmental, Dub Mix, Extended Radio & Radio Mix",398
"Exis - The Hunt (Europe)

- Sielwolf - Nachstrom (Europe)

- MDMA - Scattered Bones (Europe)

- Fred Szymanski - Variable Sawdust (USA)

- Exorbitant Species - The Noise is 238,333m² (USA)

- Interrupted Transmission - Star sprangled banner (USA)

- Sielw",399
"extended mix",400
"extended Version",401
"Extended Version & Sweet Thunder",402
"Extended Version, Another Race Magician's Version  video version of The Race",403
"feat Shirley Bassey 12inch Version + Live At The Roxy Original Mix, gatefold picture sleeve",404
"features: Yello: There's No Reason",405
"Featuring Cash Crew, Yellow Magic Orchestra, Suzy Q, Visage, Funky Four Plus One, Machine, Yello, Jimmy Spicer, Art Of Noise, Unlimited Touch, Ryuichi Sakamoto & T-La Rock. Soul Jazz Records",406
"featuring Shirley Bassey b/w Dr Van Steiner",407
"Flag + 10: Oh Yeah; 11: L'Hotel; 12: Jungle Bill; 13: The Rhythm Divine; 14: Jingle Bells; 15: Do It; 16: She's Got A Gun;",408
"Flight Over Peru
Marguerita
The Detective
Los Voladores
Stanley & Livingstone
Big City
The Magician
Danza Peligrosa
Stardust",409
"Fords 12inch Mix, Fords Edit, X-Rated Mix, Morales Mix, Dub Me Mix and Techno Mix!",410
"Go
I Can Drive
Singles Party (Happy New Year)
Do I Scare You (Remix) (Featuring Billy Mackenzie)
Can U Wait That Long?
Oh Dear
Excuse Me John
Dial inchFinch For Freedom
Opportunity Knockers (Good Times Come And Go)
I Never Could Sing Anyway
Do I Scare You (Orig",411
"Goldrush I6:31 Goldrush II6:12 She's Got A Gun (live at the palladium, n.y., 4 sep 1985)4:20",412
"hallu sea nation,original",413
"Hard Express Rhythm Masters + D.Laurent's Dub in fold out pack with room for other mixes",414
"high octane,formula one,blazing saddles-latinhouse remix & dub,the race spare parts mix",415
"I Believe In You (Life In A Dolphinarium Mix) / Flight X (Long Flight Mix) / I Believe In You (Loop Mix).",416
"I Love You (alternate mix?)3:11Lost Again (alternate mix?)3:30",417
"I Love You (extended dance version) [mix unconfirmed]7:02No More Words3:57",418
"I Love You (extended dance version)7:00Swing4:00Bostich4:00",419
"I Love You (extended dance version)7:00Swing4:00Bostich4:00 inchExtended Dance Version For Ladies and Gentsinch",420
"I Love You 4:08,Swing 3:30,Vicious Games 3:50,Oh Yeah 3:04",421
"inc Ext Mix, Instrumental, D's House Mix and D's Deep Dub Mix,",422
"inc Suite 904, Palace Mix, Bible Mix and Hell Mix,",423
"incl 3 mixes of The Race incl 13:22s Mix plus 3 mixes of Bostich",424
"incl 4 remixes",425
"incl Oh Yeah",426
"incl Oh Yeah & L'Hotel",427
"incl Version 2, Dr. Van Steiner – Instrumental & Yello Feat. Shirley Bassey – 'The Rhzthm Divine – Original 7” Version",428
"incl. Art Of Trance Mix & Club Mix",429
"incl. Bangin' Mix, Planet Trax Yello Dubmarine Mix & Original Mix",430
"incl. Call It Love (4:04);",431
"incl. Daily Disco",432
"incl. Extended Remix Version, Edited Version & Instrumental Version",433
"incl. Goldrush ( 3:48);",434
"incl. Jungle Bill (Essential Version) (3:39);",435
"incl. La Habanera (Album Version) (5:11);",436
"incl. Long Version & chicken Dive Mix",437
"incl. Oh Yeah (2:54);",438
"incl. The Race (3:15);",439
"incl. The Race (3:19);",440
"incl. The Race (Album Version) (8:08);",441
"incl. Tied Up",442
"incl. Tied Up (HouseMix)",443
"incl. Tied Up In Australia",444
"incl. To The Sea (Southern Mix) (3:48);",445
"incl. Wall Street Bongo",446
"incl: Unblievable (3:35)",447
"include Tarwater, Add N To X, Yello, Saint Etienne, Royksopp and many more",448
"includes 13:22 Version, plus Oh Yeah Dance Mix and Another Race",449
"includes Jingle Bells (Movie Version) (4:47)",450
"includes Machine Mix, Rush Push Mix and Video Cut Version",451
"includes The Race 3.15 [single version], Hawaiian Chance 4.18, Tied up 3.32 [single edit], Moon on Ice 4.12, Dr. Van Steiner 4.18, Goldrush 4.20.",452
"including bonus 12inch of The Stella Suite Part 1 Desire (extended version)
7:00 Oh Yeah (indian summer music) [inchthe stella suite part 2inch]5:30 XS (first ever version)",453
"including Breaks, Beats & Loops - The How How Samples",454
"including Gary Numan, Erasure, Visage, Art Of Noise, Tears For Fears, Japan, Sparks, Yello and more",455
"including Wackside & Oliver Moldan Mixes",456
"Incognito feat. Jocelyn Brown: Always There
Adeva: In and out of my life
Black Box: Everybody everybody
Culture Beat: Mr. Vain
Corona: The Rhythm of the Night
Whigfield: Saturday Night
Double You: Please don't go
Snap: The Power
Haddaway: Rock my heart
Li",457
"Innersphere - inchOut Of Bodyinch (Sabrettes)
Depeche Mode - inchNo Goodinch (Mute)
BBG - inchJust Be Tonightinch (white label)
En featuring Ceevox - inchThat Soundinch (Menthol)
LSG - inchNetherlandinch (Hooj Choons)
Sandman - inchCoimbrainch (XL)
Blue Amazon - inchNo Other Loveinch (Jackpot)
An",458
"Jam & Spoon, Jens Mahlstedt, Moby, 
Westbam & Cosmic Baby",459
"Kites 4.46 [full length 12inch version]/A Girl Named Property 5.25",460
"LA HABANERA",461
"LATINHOUSE REMIX LATINHOUSE DUB I love you-emilio pasquez rubberband ,I love you- the new mix",462
"LIAISONS DANGEREUSES Los Ninos des Parque / YELLO Bostich / MALARIA Kaltes klares Wasser / FAD GADGET Lady Shave / JOHN FOXX Underpass / TUBEWAY ARMY Are Friends Electric / SKI PATROL Agent Orange / THROBBING GRISTLE United / VISAGE Fade To Grey und viele",463
"LIVE AT THE ROXY",464
"Lost Again7:20 Base For Alec (remix)2:53 No More Words5:46 Pumping Velvet (remix)5:00",465
"MARK OH – Tears don’t lie, DUNE – Hardcore Vibes, MEMBERS OF MAYDAY – We are Different, WESTBAM’S HANDS ON YELLO – Bostich, MARUSHA – Raveland, SUNBEAM – Outside Wordl, INTRANCE – Mosquito, RMB – Redemption, RAVER’S NATURE – Take off, GENLOG – Eiskalt, PE",466
"Marky P & Teri B Dub (twice!), Single Version, Blessed & Beaten & Vicious Games – Belly Trippin' Trance Mix",467
"Marky P & Teri B Dub and Instrumental plus  Vicious Games Belly Trippin Trance Mix",468
"mit nana mouscouri _ schmetterlinge

yello rubberbandman

elton john nikita

soft cell marc almond tainted love

nina hagen berlin u.a.",469
"Movie Version as featured in Disney's The Santa Clause and Santa Club Mix",470
"New Life Mix, Savage Mix, Uptempo Mix,  Break Beat Mix, Respect Mix and Original Version",471
"ofra haza ( galbi ), bappi lahiri ( habiba ), megahip ( that girl steals ), 
mandy ( i just can't wait ), sinnita ( i don't belive in miracles ), t.coy ( i like to listen ),
 los reyes ( bamboleo ), liasons dangereuses ( los ninos del parque ), mandy ( sa",472
"Oh Yeah (dance mix)6:25  Oh Yeah3:05 Oh Yeah (indian summer music)5:30",473
"OH YEAH .",474
"Oh Yeah Dance Mix, Metropolitan Mixdown Parts 1 & 2 & Bostich",475
"On Track 8 Mixes",476
"On Track Doug Laurent's First Journey 7:31, 
The Race Brake Light Mix 6:50 and More Rockabilly Mix 6:14",477
"Oni Wytars - A Virgen Mui Groriosa

Oswald - La Maitre De La Maison

Die Streuner - Tourdion

Adaro - Prijon Forte

Vox - Deus Ex Machina

Galahad - The Ring

Van Langen - Eyn Morgenländisch Tänzelynn - Für Doreen

Dies Natalis - Rain

Blackmore's Night -",478
"Original Radio, Sounds Of Life Radio,  Dub and Club Mixes plus Godkind's Different Class of Brass Mix!",479
"Papa Who Ma Mix, Brown Cow Mix,  Drummers Mix, In Silence Mix, Single Version, The Premix By Yello & Dee Doo Dee Mix",480
"Papa Who Ma Mix; Dee Doo Dee Mix; Dee Doo Dee Dub Mix; Brown Cow Mix",481
"papa who ma,brown cow,dee doo dee,premix",482
"Pinball Cha Cha5:50Bostich n'est ce pas4:30",483
"Pinball Cha Cha5:50Homer Hossa5:15",484
"Prophets Of Rage Electro Mix, S And M Blue Bomb Mix,  Hallquist & SAIN Deep Dub, Plextone Mix & Carl Craig Mix, great mixes",485
"Prophets Of Rage Fat Free Mix, Mars Hill's Mix, Hallquist & S.I.A.N Vocal",486
"Pumping Velvet (extended dance version) 5:03 No More Words (extended dance version)5:46 Lost Again (extended dance version)7:20 Bostich (extended dance version)4:30",487
"Pumping Velvet (extended dance version)5:03 No More Words (extended dance version)5:46 Lost Again (extended dance version)7:20 Bostich (extended dance version)4:30",488
"Pumping Velvet (extended dance version)5:03 No More Words (extended dance version)5:46 Lost Again (extended dance version)7:20 Bostich (extended dance version)4:30,custom stickered slv Remix EP",489
"Record 1:

Side 1:

    * 1. Tabbis Nukkerli - inchHei, was Soll I Mache?inch (2:53)
    * 2. Troppo - inchTroppo for Youinch (Pere Ubu/Troppo) (4:44)
    * 3. Nasal Boys - inchHot Loveinch (3:07)
    * 4. Kleenex (Marlene Marder, Klaudia Schifferle, Lislot Hafner, Regula ",490
"remix",491
"remixes",492
"Rockamerica Radio,Swiss,Oh Yeah",493
"Rubberbandman 3.35/Sweet Thunder 5.24",494
"Sanny X's 10-track megamix inc Desire, Call It Love, I Love You, Vicious Games, Lost Again etc on promo",495
"Santa Club Mix",496
"Santa Club Mix & Movie Version",497
"Scorpions - Alien nation
Doro - Bad blood
Nina Hagen - Revolution Ballroom
Rausch - Supermarket
Rainbirds - Devil's dance
Die Shivas - Anyway
Thomas Fehringer - Liebe aus Glas
Stephan Remmler - Mein Freund ist Neger
Memphis Blue - Every little thing
Maxim",498
"Seite A:
Robin Gibb - Juliet
Eurythmics - Sweet Dreams (are made of this)
indeep - When Boys Talk
Divine - Shot Your Shot
Tears For Fears - Pale Shelter
Big Country - Fields Of Fire
Arabesque - Sunrise In Your Eyes
Lime – Guilty
Seite B:
Divine - Shake It",499
"Sensation (No More Words) 3.13 [NME version] (Mighty Reel 004)",500
"SHE'S GOT A GUN",501
"SIDE ONE

BOBBY BROWN - inchON OUR OWNinch

INNER CITY - inchDO YOU LOVE WHAT YOU FEELinch

DE LA SOUL - inchSAY NO GOinch

JODY WATLEY - inchFRIENDSinch

HEAVY D & THE BOYZ - inchWE GOT OUR OWN THANGinch

JAMES INGRAM - inchIT'S REALinch

SIDE TWO

YELLO - inchBLAZING SADDLESinch

MILLI VANILLI ",502
"Single Version and Movie Version, 'Santa Clause',",503
"Single Version, Fluke Radio Edit, Papa-Who-Ma Mix, The Premix By Yello, Dee Doo Dee Mix, Breaks Beats & Loops and In Silence Mix, picture sleeve)",504
"Single Version, Movie Version and Santa Club Mix",505
"SNUB TV PROMO - 'Fever In The Shadows' / TOP OF THE POPS - 'Those First Impressions' / ORS FEATURE - Billy takes us on a tour of his hometown of Dundee + exclusive full orchestra live performance of 'Breakfast' / WHISTLE TEST 1985 FEATURE - Ronnie Scotts,",506
"songs from the following bands: Screaming Blue Messiahs / Sudden Sway / Associates / Brilliant",507
"Sounds Of Life Radio, Dub & Club Mixes plus Goldkind's Mix",508
"Soundtrack - Terra-X (Disc 1)
Anthony Phillips - Aurora            
Brian Eno-Daniel Lanois - Sirens     
Ed Ernst - Rafts                     
Jarvis-Dowling Burrage - Lost Tribes 
Joe Mubare - This Man                
Kristian Schultze - Chorus         ",509
"Squeeze Please: 5 Mixes",510
"Steve B-Zet Mix",511
"Suicide - Ghost Rider
Soft Cell - Memorabilia
Matt Johnson - Red Cinders In The Sand
Holgar Hiller - Jonny (du Lump)
Erasure - Senseless
Thomas Leer - Letter From America
D.A.F. - Kebab Traume
Cabaret Voltaire - Baader Meinhof 	Holgar Czukay - Hey Baba Re",512
"Suite 904 Extended, Bible Mix, Bobby D'Ambrosio's House & Steve Mac's Extended Mix",513
"Tears For Fears, New Order, Yello, Black, Level 42, The Jam, Iggy Pop, Bronski Beat, ABC…",514
"The Evening's Young & There Is No Reason",515
"The Grande/Votre Dame Mix  inchAAinch side b/w The Notre Dame Mix",516
"The House of Love, James, Yello, Electribe 101, Walker Bros, The Hummingbirds, Ruby Blue, The Lilac Time, Dusty Springfield, Tom Verlaine, The Fall, Cameo",517
"The Pits Mix,The Sporting Mix and Oh Yeah Dance Remix",518
"The PreMix by Yello, Brown Cow Mix & Drummers Mix",519
"THE RACE",520
"The Race / Bostitch",521
"The Race 13.22 [extended]/La Habanera 5.10",522
"The Race 13.22/Oh Yeah 3.05/The Race 3.15/Oh Yeah (Dance Mix) 6.25/Another Race 3.42",523
"The Race 3.15/Bostich (Reese Respect Mix) 2.18 [remix by Kevin Saunderson]",524
"THE RACE-SPORTING MIX,ANOTHER RACE",525
"The Roxy Cut + tracks by Marc Almond, The The, Psychic TV etc,+ inner sleeve, insert & 'file'",526
"The Yello Metropolitan Mix Down 1989 Part II",527
"The Yello Metropolitan Mixdown 1989 Part 1 and Oh Yeah",528
"The Yello Metropolitan Mixdown 1989 Parts 1 & 2",529
"Tied Up In Life, Tied Up In Red and Wall Street Bongo",530
"Tied Up In Red and Tied Up",531
"Tied Up In Red, Wall Street Bongo & Tied Up",532
"Tony Carey inchRoom With A Viewinch

Tanita Tikaram inchTwist In My Sobrietyinch

The Four Tops inchLoco In Acapulcoinch

Whitney & Cissy Houston inchI Know Him So Wellinch

The Art Of Noise feat. Tom Jones inchKissinch

Toni Childs inchStop Your Fussin'inch

Enya inchOrinoco Flowinch

Yello inchTie",533
"Tracklist CD 1

1. Mixed Emotions - Just for you

2. Nicki - I bin a bayerisches Cowgirl

3. Chris Norman - Broken Heroes

4. Kylie Minogue - I should be so lucky

5. Erste Allgemeine Verunsicherung - Küss die Hand schöne Frau

6. Maxi & Chris Garden - Li",534
"Tracks, Human League 'Sound Of The Crowd', Soft Cell 'Memorabilia', Japan 'Life In Tokyo', Propaganda 'Dr Mabuse', Visage 'Fade To Grey', Devo 'Whip It', Simple Minds 'I Travel', New Order 'Everything's Gone Green', Sparks 'No 1 Song In Heaven', Blancmang",535
"Uff Die 12 & Haus Mixes",536
"Version I & II",537
"Vicious Games (extended remix) [inchvocal/remixinch]6:45  Vicious Games [inchvocal/editinch]3:38 Vicious Games (instrumental)4:06",538
"Vicious Games (extended remix) [inchvocal/remixinch]6:45 Vicious Games [inchvocal/editinch]3:38 Vicious Games (instrumental)4:06",539
"Vicious Games (extended remix)6:46 Vicious Games (instrumental)4:12",540
"Vicious Games (vicious remix)7:00 Live At The Roxy (highlights)10:00",541
"Vicious Games / Blue Nabou",542
"Voodoo Fudge Mix",543
"Wackside Tweaker Mix 6:46 & Dub Mix 5:41, Oliver Moldan Vocal Remix 7:54 & inchDub-Danceinch Remix 8:26, De-Phazz Mix 4:11, Original Radio Mix 3:12 & Sounds Of Live Club Mix 6:55",544
"Yello inchThe RaceinchRobin Gibb inchJulietinchKajagoogoo inchToo ShyinchAlphaville inchBig In JapaninchTears For Fears inchShoutinchEurope inchThe Final CountdowninchJohn Farnham inchYour The VoiceinchMel & Kim inchRespectableinchMilli Vanilli inchGirl You Know It's TrueinchBobby McFerrin inchDon't Worry, Be H",545
"Yello In one go (Razormaid Medley) 11´09inch Vicious Games (Razormaid Mix) 6´28inch On Usound Megamix 12´55inch",546
"YELLO MEGAMIX-MEGAMIXER SANNY X/// EURYTHMICS-BEETHOVEN-REMIXED BY DAKEYNE/// MICHAEL JACKSON-SPEED DEMON REMIXED BY BEN LIEBRAND/// POP MIX MEGAMIXER BIZZIE BEE/// LIGHT& SOUND-MEGAMIXER MIKE GRAY///",547
"Yello Metropolitan Mix Down 1989 Part II and Bostich",548
"Yello Premix, Papa Who Ma Mix, Dee Doo Dee Mix,  Brown Cow Mix, Drummers Mix and In Silence Mix, plus Vicious Games Belly Trippin Trance Mix  and Do It Marky P & Teri B Dub",549
"YELLO THE MIXES",550
"Yello: Bostitch b/w The Mothmen: Temptation",551
"You Gotta Say Yes To Another Excess (12inch disco mix) [unlabeled]4:56Desire For Desire4:13",552
"You Gotta Say Yes To Another Excess; 3 Mixes",553
"Zebra + 12: Suite 904 (Single Version); 13: How How; 14: How How; 15: How How; 16: How How; 17: Suite 904; 18: Suite 904;",554
